📺央视,#genre#央视(19个频道)
CCTV15,http://39.134.61.218/PLTV/88888888/224/3221226855/index.m3u8
CCTV16,http://39.134.61.218/PLTV/88888888/224/3221226910/index.m3u8
CCTV17,http://39.134.61.218/PLTV/88888888/224/3221226857/index.m3u8

CCTV1,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV6,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV11,http://39.134.61.218/PLTV/88888888/224/3221226851/index.m3u8
CCTV12,http://39.134.61.218/PLTV/88888888/224/3221226921/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8

//======================================================

📡卫视,#genre#卫视(31个频道)
湖南卫视,http://jiexi.bulisite.top/ysp.php?id=hnwshd
安徽卫视,http://jiexi.bulisite.top/ysp.php?id=ahws
北京卫视,http://jiexi.bulisite.top/ysp.php?id=bjws
重庆卫视,http://jiexi.bulisite.top/ysp.php?id=cqws
东方卫视,http://jiexi.bulisite.top/ysp.php?id=dfws
东南卫视,http://jiexi.bulisite.top/ysp.php?id=dnws
广东卫视,http://jiexi.bulisite.top/ysp.php?id=gdws
广西卫视,http://jiexi.bulisite.top/ysp.php?id=gxws
贵州卫视,http://jiexi.bulisite.top/ysp.php?id=gzws
海南卫视,http://jiexi.bulisite.top/ysp.php?id=hanws
河北卫视,http://jiexi.bulisite.top/ysp.php?id=hebws
河南卫视,http://jiexi.bulisite.top/ysp.php?id=hnws
黑龙江卫视,http://jiexi.bulisite.top/ysp.php?id=hljws
湖北卫视,http://jiexi.bulisite.top/ysp.php?id=hbwshd
江苏卫视,http://jiexi.bulisite.top/ysp.php?id=jsws
江西卫视,http://jiexi.bulisite.top/ysp.php?id=jxws
辽宁卫视,http://jiexi.bulisite.top/ysp.php?id=ljws
山东卫视,http://jiexi.bulisite.top/ysp.php?id=sdws
四川卫视,http://jiexi.bulisite.top/ysp.php?id=scws
浙江卫视,http://jiexi.bulisite.top/ysp.php?id=zjws
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
内蒙古卫视,http://v2.91kds.cn/b9/hoge.m3u8?ip=nmtv&id=92&auth=rinimabi

湖南卫视,https://cntv.sbs/live?auth=230612&id=hunws
安徽卫视,https://cntv.sbs/live?auth=230612&id=ahws
北京卫视,https://cntv.sbs/live?auth=230612&id=bjws
重庆卫视,https://cntv.sbs/live?auth=230612&id=cqws
东方卫视,https://cntv.sbs/live?auth=230612&id=dfws
东南卫视,https://cntv.sbs/live?auth=230612&id=dnws
甘肃卫视,https://cntv.sbs/live?auth=230612&id=gsws
广东卫视,https://cntv.sbs/live?auth=230612&id=gdws
广西卫视,https://cntv.sbs/live?auth=230612&id=gxws
贵州卫视,https://cntv.sbs/live?auth=230612&id=gzws
海南卫视,https://cntv.sbs/live?auth=230612&id=hinws
河北卫视,https://cntv.sbs/live?auth=230612&id=hbws
河南卫视,https://cntv.sbs/live?auth=230612&id=hnws
黑龙江卫视,https://cntv.sbs/live?auth=230612&id=hljws
湖北卫视,https://cntv.sbs/live?auth=230612&id=hubws
吉林卫视,https://cntv.sbs/live?auth=230612&id=jlws
江苏卫视,https://cntv.sbs/live?auth=230612&id=jsws
江西卫视,https://cntv.sbs/live?auth=230612&id=jxws
辽宁卫视,https://cntv.sbs/live?auth=230612&id=lnws
内蒙古卫视,https://cntv.sbs/live?auth=230612&id=nmws
宁夏卫视,https://cntv.sbs/live?auth=230612&id=nxws
青海卫视,https://cntv.sbs/live?auth=230612&id=qhws
山东卫视,https://cntv.sbs/live?auth=230612&id=sdws
山西卫视,https://cntv.sbs/live?auth=230612&id=sxiws
陕西卫视,https://cntv.sbs/live?auth=230612&id=sxws
四川卫视,https://cntv.sbs/live?auth=230612&id=scws
天津卫视,https://cntv.sbs/live?auth=230612&id=tjws
西藏卫视,https://cntv.sbs/live?auth=230612&id=xzws
新疆卫视,https://cntv.sbs/live?auth=230612&id=xjws
云南卫视,https://cntv.sbs/live?auth=230612&id=ynws
浙江卫视,https://cntv.sbs/live?auth=230612&id=zjws

湖南卫视,http://39.134.136.151:6610/000000001000/1000000001000009115/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=00
安徽卫视,http://39.134.136.151:6610/000000001000/1000000001000020780/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=00
北京卫视,http://39.134.136.151:6610/000000001000/1000000001000017156/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=00
重庆卫视,http://39.134.136.151:6610/000000001000/1000000002000018937/index.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=00
东方卫视,http://39.134.136.151:6610/000000001000/1000000001000005866/index.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=00
东南卫视,http://39.134.136.151:6610/000000001000/1000000002000009263/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=00
甘肃卫视,http://39.134.136.151:6610/000000001000/1000000002000017827/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=00
广东卫视,http://39.134.136.151:6610/000000001000/1000000001000014176/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=00
广西卫视,http://39.134.136.151:6610/000000001000/1000000002000019837/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019837&livemode=1&stbId=00
贵州卫视,http://39.134.136.151:6610/000000001000/1000000002000003169/index.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=00
海南卫视,http://39.134.136.151:6610/000000001000/7899627377857656087/index.m3u8?channel-id=ystenlive&Contentid=7899627377857656087&livemode=1&stbId=00
河北卫视,http://39.134.136.151:6610/000000001000/1000000002000017118/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017118&livemode=1&stbId=00
河南卫视,http://39.134.136.151:6610/000000001000/7304224304099543804/index.m3u8?channel-id=ystenlive&Contentid=7304224304099543804&livemode=1&stbId=00
黑龙江卫视,http://39.134.136.151:6610/000000001000/1000000001000001925/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=00
湖北卫视,http://39.134.136.151:6610/000000001000/1000000001000010355/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=00
吉林卫视,http://39.134.136.151:6610/000000001000/6042486520432105075/index.m3u8?channel-id=ystenlive&Contentid=6042486520432105075&livemode=1&stbId=00
江苏卫视,http://39.134.136.151:6610/000000001000/1000000001000001828/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=00
江西卫视,http://39.134.136.151:6610/000000001000/1000000001000013731/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=00
辽宁卫视,http://39.134.136.151:6610/000000001000/1000000002000024033/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=00
内蒙古卫视,http://39.134.136.151:6610/000000001000/5559214655508729688/index.m3u8?channel-id=ystenlive&Contentid=5559214655508729688&livemode=1&stbId=00
宁夏卫视,http://39.134.136.151:6610/000000001000/7527747602951312973/index.m3u8?channel-id=ystenlive&Contentid=7527747602951312973&livemode=1&stbId=00
青海卫视,http://39.134.136.151:6610/000000001000/1000000002000013359/index.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=00
山东卫视,http://39.134.136.151:6610/000000001000/1000000001000012807/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=00
山西卫视,http://39.134.136.151:6610/000000001000/1000000002000021220/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=00
陕西卫视,http://39.134.136.151:6610/000000001000/1000000002000007495/index.m3u8?channel-id=ystenlive&Contentid=1000000002000007495&livemode=1&stbId=00
四川卫视,http://39.134.136.151:6610/000000001000/1000000002000016825/index.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=00
天津卫视,http://39.134.136.151:6610/000000001000/1000000001000000831/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=00
西藏卫视,http://39.134.136.151:6610/000000001000/6603041244077933770/index.m3u8?channel-id=ystenlive&Contentid=6603041244077933770&livemode=1&stbId=00
新疆卫视,http://39.134.136.151:6610/000000001000/5802765535081445534/index.m3u8?channel-id=ystenlive&Contentid=5802765535081445534&livemode=1&stbId=00
云南卫视,http://39.134.136.151:6610/000000001000/1000000002000024694/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=00
浙江卫视,http://39.134.136.151:6610/000000001000/1000000001000009806/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=00

湖南卫视,https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
安徽卫视,https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
重庆卫视,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
海南卫视,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
江苏卫视,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
江西卫视,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
辽宁卫视,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
浙江卫视,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
内蒙古卫视,http://125.210.152.19:9120/live/hszx-nmgtv-h264.m3u8
宁夏卫视,http://125.210.152.19:9120/live/hszx-nxtv-h264.m3u8
青海卫视,http://125.210.152.19:9120/live/hszx-qhtv-h264.m3u8
山西卫视,http://125.210.152.19:9120/live/hszx-shanxitv-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-sxtv-h264.m3u8
新疆卫视,http://125.210.152.19:9120/live/hszx-xjtv-h264.m3u8
西藏卫视,http://125.210.152.19:9120/live/hszx-xztv-h264.m3u8

湖南卫视,http://39.134.61.218/PLTV/88888888/224/3221227015/index.m3u8
安徽卫视,http://39.134.61.218/PLTV/88888888/224/3221227024/index.m3u8
北京卫视,http://39.134.61.218/PLTV/88888888/224/3221227080/index.m3u8
重庆卫视,http://39.134.61.218/PLTV/88888888/224/3221226885/index.m3u8
东方卫视,http://39.134.61.218/PLTV/88888888/224/3221227088/index.m3u8
东南卫视,http://39.134.61.218/PLTV/88888888/224/3221227022/index.m3u8
甘肃卫视,http://39.134.61.218/PLTV/88888888/224/3221226962/index.m3u8
广东卫视,http://39.134.61.218/PLTV/88888888/224/3221227044/index.m3u8
广西卫视,http://39.134.61.218/PLTV/88888888/224/3221226580/index.m3u8
贵州卫视,http://39.134.61.218/PLTV/88888888/224/3221226911/index.m3u8
海南卫视,http://39.134.61.218/PLTV/88888888/224/3221226957/index.m3u8
河北卫视,http://39.134.61.218/PLTV/88888888/224/3221226576/index.m3u8
河南卫视,http://39.134.61.218/PLTV/88888888/224/3221226491/index.m3u8
黑龙江卫视,http://39.134.61.218/PLTV/88888888/224/3221227052/index.m3u8
湖北卫视,http://39.134.61.218/PLTV/88888888/224/3221227034/index.m3u8
吉林卫视,http://39.134.61.218/PLTV/88888888/224/3221226986/index.m3u8
江苏卫视,http://39.134.61.218/PLTV/88888888/224/3221227009/index.m3u8
江西卫视,http://39.134.61.218/PLTV/88888888/224/3221226985/index.m3u8
辽宁卫视,http://39.134.61.218/PLTV/88888888/224/3221227011/index.m3u8
内蒙古卫视,http://39.134.61.218/PLTV/88888888/224/3221226992/index.m3u8
宁夏卫视,http://39.134.61.218/PLTV/88888888/224/3221226996/index.m3u8
青海卫视,http://39.134.61.218/PLTV/88888888/224/3221227000/index.m3u8
山东卫视,http://39.134.61.218/PLTV/88888888/224/3221227036/index.m3u8
山西卫视,http://39.134.61.218/PLTV/88888888/224/3221227016/index.m3u8
陕西卫视,http://39.134.61.218/PLTV/88888888/224/3221226959/index.m3u8
四川卫视,http://39.134.61.218/PLTV/88888888/224/3221226961/index.m3u8
天津卫视,http://39.134.61.218/PLTV/88888888/224/3221227020/index.m3u8
西藏卫视,http://39.134.61.218/PLTV/88888888/224/3221226630/index.m3u8
新疆卫视,http://39.134.61.218/PLTV/88888888/224/3221226941/index.m3u8
云南卫视,http://39.134.61.218/PLTV/88888888/224/3221226634/index.m3u8
浙江卫视,http://39.134.61.218/PLTV/88888888/224/3221227078/index.m3u8


//======================================================
📺其它,#genre#
凤凰中文,http://61.221.81.93:8078/hls/21/80/phoenixch.m3u8
凤凰资讯,http://61.221.81.93:8078/hls/20/80/phoenixif.m3u8
TVBS HD,https://pipedproxy-cdg.kavin.rocks/api/manifest/hls_variant/expire/1686908607/ei/X9qLZPX6NuWxxN8PsMOY2A4/ip/2001%3A41d0%3A302%3A2200%3A%3A2fe1/id/YvdcZ_jpLXE.3/source/yt_live_broadcast/requiressl/yes/tx/24698585/txs/24698582%2C24698583%2C24698584%2C24698585%2C24698586%2C24698587%2C24698588/hfr/1/playlist_duration/30/manifest_duration/30/demuxed/1/maudio/1/gcr/fr/vprv/1/go/1/pacing/0/nvgoi/1/short_key/1/ncsapi/1/keepalive/yes/fexp/24007246%2C51000023/beids/24350017/dover/13/itag/0/playlist_type/DVR/sparams/expire%2Cei%2Cip%2Cid%2Csource%2Crequiressl%2Ctx%2Ctxs%2Chfr%2Cplaylist_duration%2Cmanifest_duration%2Cdemuxed%2Cmaudio%2Cgcr%2Cvprv%2Cgo%2Citag%2Cplaylist_type/sig/AOq0QJ8wRgIhALr9t6OjEAO-WJusQJFW2v3hEtKynkN09L29H0zGcVOkAiEA7TCxyUuDD9eicX0j7UlTDB0hTPTNVESYrLSQlZj6qSo%3D/file/index.m3u8?host=manifest.googlevideo.com
TVBS新闻台,http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MEFE5283322452833224&ct=19226&tsum=5f4e9bb0782ab3aae36328763cba2ffd
东森新闻,http://198.16.100.90:8278/ettvnews/playlist.m3u8?tid=MAEA2793211727932117&ct=19225&tsum=151345e2ab6bc0c89ac85598f1988cd3
纬来体育,http://cloud.yumixiu768.com/tmp/123.m3u8
金鹰纪实,https://live.goodiptv.club/api/bestv.php?id=jyjs8m/8000000
纪实科教,https://live.goodiptv.club/api/bestv.php?id=dajs8m/8000000
纪实人文,https://live.goodiptv.club/api/bestv.php?id=jspdhd/4000000
茶频道,https://live.goodiptv.club/api/bestv.php?id=cpdhdavs8m/8000000

凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://sc2022.stream-link.org/tv2306.php?id=h16
凤凰中文,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://sc2022.stream-link.org/tv2306.php?id=h15
凤凰资讯,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MC1C1591244615912446&ct=19225&tsum=a4fd6441d252c98ea603b13ef749a84e
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MEAE2353137123531371&ct=19234&tsum=0627df820681c10cef07745ec4493f51
TVBS新闻台,rtmp://219.80.97.77/sat/tv551
TVBS新闻台,rtmp://119.81.124.89/sat/tv551
TVBS新闻台,http://sc2022.stream-link.org/tv2306.php?id=t13
TVBS新闻台,http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0
TVBS新闻台,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MB6B3640782836407828&ct=19234&tsum=315ac9a0876bc361c6715ac6d5a96777
TVBS新闻台,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=m4a218f9aa395&ct=18335&tsum=363605ee081cb965cc0385c3f855a7e3
东森新闻,http://sc2022.stream-link.org/tv2306.php?id=t01
东森新闻,http://198.16.100.90:8278/ettvnews/playlist.m3u8?tid=m208c21bf386611408694&ct=17874&tsum=d1b4de373c886cd8015974fa8c5d6d12
东森新闻,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=MAEA2793211727932117&ct=19225&tsum=151345e2ab6bc0c89ac85598f1988cd3
东森新闻,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=m208c21bf386611408694&ct=17874&tsum=d1b4de373c886cd8015974fa8c5d6d12
东森新闻,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=MD8D4407126144071261&ct=19344&tsum=c7212737de5e023823ea68610d709c14
纬来体育,rtmp://219.80.97.77/sat/tv721
纬来体育,rtmp://119.81.124.89/sat/tv721
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来体育,http://50.7.238.114:8278/videolandsport/playlist.m3u8?tid=MF0F9609085796090857&ct=19254&tsum=6bf853a68e195475b4892428199568c7
纬来体育,http://198.16.100.90:8278/videolandsport/playlist.m3u8?tid=MF0F9609085796090857&ct=19254&tsum=6bf853a68e195475b4892428199568c7
金鹰纪实,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
茶频道,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8

📺BesTV,#genre#
CCTV1,https://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV2,https://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
CCTV3,https://live.goodiptv.club/api/bestv.php?id=cctv38m/8000000
CCTV4,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
CCTV5,https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV5+,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV6,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV7,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV9,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV12,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
